0.05,23
0.05,23
0.07,23
0.07,23
0.08,23
0.1,23
0.1,23
0.12,23
0.12,23
0.13,23
0.15,23
0.15,23
0.17,23
0.18,23
0.18,23
0.2,23
0.2,23
0.22,23
0.23,23
0.23,23
0.25,23
0.25,23
0.27,23
0.28,23
0.28,23
0.3,23
0.3,23
0.32,23
0.33,23
0.33,23
0.35,23
0.35,23
0.37,23
0.38,23
0.38,23
0.4,23
0.4,23
0.42,23
0.43,23
0.43,23
0.45,23
0.47,23
0.47,23
0.48,23
0.48,23
0.5,23
0.52,23
0.52,23
0.53,23
0.53,23
0.55,23
0.57,23
0.57,23
0.58,23
0.58,23
0.6,23
0.62,23
0.62,23
0.63,23
0.63,23
0.65,23
0.67,23
0.67,24
0.68,24
0.68,24
0.7,24
0.72,24
0.72,24
0.73,24
0.75,24
0.75,24
0.77,24
0.77,24
0.78,24
0.8,24
0.8,24
0.82,24
0.82,24
0.83,24
0.85,24
0.85,24
0.87,24
0.87,24
0.88,24
0.9,24
0.9,24
0.92,24
0.92,24
0.93,24
0.95,24
0.95,24
0.97,24
0.97,24
0.98,24
1.0,24
1.0,24
1.02,24
1.03,24
1.03,24
1.05,24
1.05,24
1.07,24
1.08,24
1.08,24
1.1,24
1.1,24
1.12,24
1.13,24
1.13,24
1.15,24
1.15,24
1.17,24
1.18,24
1.18,24
1.2,24
1.2,24
1.22,24
1.23,24
1.23,24
1.25,24
1.25,24
1.27,24
1.28,24
1.28,24
1.3,24
1.32,24
1.32,24
1.33,24
1.33,24
1.35,23
1.37,24
1.37,23
1.38,23
1.38,23
1.4,23
1.42,24
1.42,23
1.43,24
1.43,24
1.45,23
1.47,24
1.47,23
1.48,24
1.48,24
1.5,23
1.52,23
1.52,23
1.53,23
1.55,23
1.55,23
1.57,23
1.57,23
1.58,23
1.6,23
1.6,23
1.62,23
1.62,23
1.63,23
1.65,23
1.65,23
1.67,23
1.67,23
1.68,23
1.7,23
1.7,23
1.72,23
1.72,23
1.73,23
1.75,23
1.75,23
1.77,23
1.77,23
1.78,23
1.8,23
1.8,23
1.82,23
1.83,23
1.83,23
1.85,23
1.85,23
1.87,23
1.88,23
1.88,23
1.9,23
1.9,23
1.92,23
1.93,23
1.93,23
1.95,23
1.95,23
1.97,23
1.98,23
1.98,23
2.0,23
2.0,23
2.02,23
2.03,23
2.03,23
2.05,23
2.05,23
2.07,23
2.08,23
2.08,23
2.1,23
2.12,23
2.12,23
2.13,23
2.13,23
2.15,23
2.17,23
2.17,23
2.18,23
2.18,23
2.2,23
2.22,23
2.22,23
2.23,23
2.23,23
2.25,23
2.27,23
2.27,23
2.28,23
2.28,23
2.3,23
2.32,23
2.32,23
2.33,23
2.33,23
2.35,23
2.37,23
2.37,23
2.38,23
2.4,23
2.4,23
2.42,23
2.42,23
2.43,23
2.45,23
2.45,23
2.47,23
2.47,23
2.48,23
2.5,23
2.5,23
2.52,23
2.52,23
2.53,23
2.55,23
2.55,23
2.57,23
2.57,23
2.58,23
2.6,23
2.6,23
2.62,23
2.62,23
2.63,23
2.65,23
2.65,23
2.67,23
2.68,23
2.68,23
2.7,23
2.7,23
2.72,23
2.73,23
2.73,23
2.75,23
2.75,23
2.77,23
2.78,23
2.78,23
2.8,23
2.8,23
2.82,23
2.83,23
2.83,23
2.85,23
2.85,23
2.87,23
2.88,23
2.88,23
2.9,23
2.9,23
2.92,23
2.93,23
2.93,23
2.95,23
2.97,23
2.97,23
2.98,23
2.98,23
3.0,23
3.02,23
3.02,23
3.03,23
3.03,23
3.05,23
3.07,23
3.07,23
3.08,23
3.08,23
3.1,23
3.12,23
3.12,23
3.13,23
3.13,23
3.15,23
3.17,23
3.17,23
3.18,23
3.18,23
3.2,23
3.22,23
3.22,23
3.23,23
3.25,23
3.25,23
3.27,23
3.27,23
3.28,23
3.3,23
3.3,23
3.32,23
3.32,23
3.33,23
3.35,23
3.35,23
3.37,23
3.37,23
3.38,23
3.4,23
3.4,23
3.42,23
3.42,23
3.43,23
3.45,23
3.45,23
3.47,23
3.47,23
3.48,23
3.5,23
3.5,23
3.52,23
3.53,23
3.53,23
3.55,23
3.55,23
3.57,23
3.58,23
3.58,23
3.6,23
3.6,23
3.62,23
3.63,23
3.63,23
3.65,23
3.65,23
3.67,23
3.68,23
3.68,23
3.7,23
3.7,23
3.72,23
3.73,23
3.73,23
3.75,23
3.75,23
3.77,23
3.78,23
3.78,23
3.8,23
3.82,23
3.82,23
3.83,23
3.83,23
3.85,23
3.87,23
3.87,23
3.88,23
3.88,23
3.9,23
3.92,23
3.92,23
3.93,23
3.93,23
3.95,23
3.97,23
3.97,23
3.98,23
3.98,23
4.0,23
4.02,23
4.02,23
4.03,23
4.03,23
4.05,23
4.07,23
4.07,23
4.08,23
4.1,23
4.1,23
4.12,23
4.12,23
4.13,23
4.15,23
4.15,23
4.17,23
4.17,23
4.18,23
4.2,23
4.2,23
4.22,23
4.22,23
4.23,23
4.25,23
4.25,23
4.27,23
4.27,23
4.28,23
4.3,23
4.3,23
4.32,23
4.32,23
4.33,23
4.35,23
4.35,23
4.37,23
4.38,23
4.38,23
4.4,23
4.4,23
4.42,23
4.43,23
4.43,23
4.45,23
4.45,23
4.47,23
4.48,23
4.48,23
4.5,23
4.5,23
4.52,23
4.53,23
4.53,23
4.55,23
4.55,23
4.57,23
4.58,23
4.58,23
4.6,23
4.6,23
4.62,23
4.63,23
4.63,23
4.65,23
4.67,23
4.67,23
4.68,23
4.68,23
4.7,23
4.72,23
4.72,23
4.73,23
4.73,23
4.75,23
4.77,23
4.77,23
4.78,23
4.78,23
4.8,23
4.82,23
4.82,23
4.83,23
4.83,23
4.85,23
4.87,23
4.87,23
4.88,23
4.88,23
4.9,23
4.92,23
4.92,23
4.93,23
4.95,23
4.95,23
4.97,23
4.97,23
4.98,23
5.0,23
5.0,23
5.02,23
5.02,23
5.03,23
5.05,23
5.05,23
5.07,23
5.07,23
5.08,23
5.1,23
5.1,23
5.12,23
5.12,23
5.13,23
5.15,23
5.15,23
5.17,23
5.17,23
5.18,23
5.2,23
5.2,23
5.22,23
5.23,23
5.23,23
5.25,23
5.25,23
5.27,23
5.28,23
5.28,23
5.3,23
5.3,23
5.32,23
5.33,23
